FECHA,PAÍS,DEPARTAMENTO,MUNICIPIO,DELITO,PAIS VÍCTIMA,GENERO,ZONA,CIRCUNSTANCIASPERSONA
2023-04-07T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO RESIDENCIAS,URUGUAY,FEMENINO,URBANA,URUGUAY
2023-04-08T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,FEMENINO,URBANA,ESPAÑA
2023-04-09T00:00:00.000,COLOMBIA,ANTIOQUIA,Guatapé,ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2023-04-09T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2023-04-13T00:00:00.000,COLOMBIA,M. SANTA MARTA,Puebloviejo,ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2023-04-15T00:00:00.000,COLOMBIA,M. PASTO,Pasto (CT),ARTÍCULO 239. HURTO PERSONAS,ECUADOR,MASCULINO,URBANA,ECUADOR
2023-04-15T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,JAPON,MASCULINO,URBANA,JAPON
2023-04-22T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2023-04-24T00:00:00.000,COLOMBIA,GUAJIRA,Dibulla,ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,FEMENINO,RURAL,REINO UNIDO
2023-04-24T00:00:00.000,COLOMBIA,GUAJIRA,Dibulla,RECUPERACION,REINO UNIDO,FEMENINO,RURAL,REINO UNIDO
2023-04-24T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2023-04-30T00:00:00.000,COLOMBIA,QUINDÍO,Salento,ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2023-05-05T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,BRASIL,MASCULINO,URBANA,BRASIL
2024-03-09T00:00:00.000,COLOMBIA,GUAJIRA,Uribia,ARTÍCULO 239. HURTO MOTOCICLETAS,ECUADOR,MASCULINO,RURAL,ECUADOR
2024-06-03T00:00:00.000,COLOMBIA,RISARALDA,Santa Rosa de Cabal,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-05-16T00:00:00.000,COLOMBIA,RISARALDA,Santa Rosa de Cabal,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-06-03T00:00:00.000,COLOMBIA,RISARALDA,Santa Rosa de Cabal,ARTÍCULO 239. HURTO PERSONAS,CANADA,FEMENINO,URBANA,CANADA
2024-03-10T00:00:00.000,COLOMBIA,SUCRE,Coveñas,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2024-01-04T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2024-01-07T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-01-07T00:00:00.000,COLOMBIA,SUCRE,Coveñas,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2024-02-16T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2024-02-04T00:00:00.000,COLOMBIA,SUCRE,Sincelejo (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-01-05T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2024-01-06T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2024-09-16T00:00:00.000,COLOMBIA,HUILA,Pitalito,ARTÍCULO 239. HURTO PERSONAS,BOLIVIA,MASCULINO,URBANA,BOLIVIA
2024-04-25T00:00:00.000,COLOMBIA,HUILA,Pitalito,ARTÍCULO 239. HURTO PERSONAS,FRANCIA,FEMENINO,RURAL,FRANCIA
2024-04-25T00:00:00.000,COLOMBIA,HUILA,Pitalito,ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,RURAL,FRANCIA
2024-03-31T00:00:00.000,COLOMBIA,HUILA,Pitalito,ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2024-02-02T00:00:00.000,COLOMBIA,HUILA,San Agustín,ARTÍCULO 246. ESTAFA,ARGENTINA,FEMENINO,URBANA,ARGENTINA
2024-02-10T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-02-10T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESLOVAQUIA,FEMENINO,URBANA,ESLOVAQUIA
2024-02-10T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-05-11T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2024-02-09T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,RUMANIA,MASCULINO,URBANA,RUMANIA
2024-02-11T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2024-02-08T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-02-10T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,MASCULINO,URBANA,ITALIA
2024-02-11T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-02-12T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-02-11T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESLOVENIA,MASCULINO,URBANA,ESLOVENIA
2024-02-10T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-02-10T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,MASCULINO,URBANA,ITALIA
2024-02-11T00:00:00.000,COLOMBIA,ATLÁNTICO,Barranquilla (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-09-03T00:00:00.000,COLOMBIA,CUNDINAMARCA,Bogotá D.C. (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-06-08T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,SUIZA,FEMENINO,URBANA,SUIZA
2024-01-19T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,FEMENINO,URBANA,FRANCIA
2024-01-19T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2024-07-07T00:00:00.000,COLOMBIA,VALLE,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-03-11T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 111. LESIONES PERSONALES,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-01-29T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2024-03-11T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-01-06T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-01-07T00:00:00.000,COLOMBIA,BOLÍVAR,Cartagena (CT),ARTÍCULO 239. HURTO RESIDENCIAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-02-04T00:00:00.000,COLOMBIA,CALDAS,Manizales (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,FEMENINO,URBANA,CANADA
2024-05-25T00:00:00.000,COLOMBIA,NARIÑO,Pasto (CT),ARTÍCULO 239. HURTO PERSONAS,ECUADOR,FEMENINO,URBANA,ECUADOR
2024-01-22T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO MOTOCICLETAS,ISRAEL,MASCULINO,URBANA,ISRAEL
2024-02-22T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-02-14T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-01-15T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,DINAMARCA,MASCULINO,URBANA,DINAMARCA
2024-03-02T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,FEMENINO,URBANA,ALEMANIA
2024-02-11T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-02-12T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,MASCULINO,URBANA,ITALIA
2024-01-21T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-08-09T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ARGENTINA,MASCULINO,URBANA,ARGENTINA
2024-01-24T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2024-03-15T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,FEMENINO,URBANA,ESPAÑA
2024-01-04T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-02-17T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-01-18T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-01-20T00:00:00.000,COLOMBIA,MAGDALENA,Puebloviejo,ARTÍCULO 239. HURTO PERSONAS,ARGENTINA,MASCULINO,RURAL,ARGENTINA
2024-02-10T00:00:00.000,COLOMBIA,MAGDALENA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-06-30T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 103. HOMICIDIO,MEXICO,MASCULINO,URBANA,MEXICO
2024-01-26T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,FEMENINO,URBANA,ALEMANIA
2024-07-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,FEMENINO,URBANA,NO REPORTADO
2024-02-24T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-01-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Envigado,ARTÍCULO 239. HURTO PERSONAS,BOLIVIA,FEMENINO,URBANA,BOLIVIA
2024-02-22T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-07-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,MASCULINO,URBANA,REINO UNIDO
2024-01-18T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2024-02-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-12T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-06-20T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-01-20T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PALESTINA,MASCULINO,URBANA,PALESTINA
2024-02-07T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-02-07T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-02-29T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2024-02-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ISRAEL,MASCULINO,URBANA,ISRAEL
2024-02-22T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2024-01-27T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-02-25T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ARABIA SAUDITA,FEMENINO,URBANA,ARABIA SAUDITA
2024-01-20T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ARGELIA,MASCULINO,URBANA,ARGELIA
2024-02-04T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-02-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-01-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,FEMENINO,URBANA,NO REPORTADO
2024-01-06T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-12T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-14T00:00:00.000,COLOMBIA,ANTIOQUIA,Itagui,ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2024-02-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,FEMENINO,URBANA,CANADA
2024-02-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-02-23T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,FEMENINO,URBANA,FRANCIA
2024-02-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,INDONESIA,FEMENINO,URBANA,INDONESIA
2024-02-16T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,FEMENINO,URBANA,REINO UNIDO
2024-02-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,SRI LANKA,MASCULINO,URBANA,SRI LANKA
2024-01-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-02-04T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-02-25T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,AUSTRALIA,FEMENINO,URBANA,AUSTRALIA
2024-01-08T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CHILE,FEMENINO,URBANA,CHILE
2024-02-19T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-01-27T00:00:00.000,COLOMBIA,ANTIOQUIA,Itagui,ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2024-07-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2024-06-25T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2024-02-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2024-02-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,FEMENINO,URBANA,NO REPORTADO
2024-02-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,FEMENINO,URBANA,NO REPORTADO
2024-01-27T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-02-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2024-02-25T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CHINA,FEMENINO,URBANA,CHINA
2024-02-08T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-05-10T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,GUATEMALA,MASCULINO,URBANA,GUATEMALA
2024-07-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NIGERIA,MASCULINO,URBANA,NIGERIA
2024-01-17T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,POLONIA,FEMENINO,URBANA,POLONIA
2024-02-16T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,MASCULINO,URBANA,REINO UNIDO
2024-02-25T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,FEMENINO,URBANA,NO REPORTADO
2024-02-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-03-19T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-15T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-18T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2024-01-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,BRASIL,MASCULINO,URBANA,BRASIL
2024-01-07T00:00:00.000,COLOMBIA,ANTIOQUIA,Envigado,ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2024-01-27T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-01-15T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,MASCULINO,URBANA,ITALIA
2024-01-20T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2024-07-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,FEMENINO,URBANA,PAISES BAJOS
2024-02-18T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,POLONIA,FEMENINO,URBANA,POLONIA
2024-02-03T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-01-12T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-02-18T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-02-24T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2024-01-26T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2024-07-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-07-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2024-02-18T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PERU,FEMENINO,URBANA,PERU
2024-02-18T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,NO REPORTADO,MASCULINO,URBANA,NO REPORTADO
2024-08-11T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,FEMENINO,URBANA,ESPAÑA
2024-03-01T00:00:00.000,COLOMBIA,ANTIOQUIA,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
